go_ref,go_name,months_after_go,superseded,ann_title,event_id,input_row,source_file,stock_code,stock_name,ann_date,ann_type,mandate,placee_label,placee_name,placee_type,beneficial_owner,shares,price,price_source,pct_enlarged,pct_enlarged_source,below_5pct,lockup,independent_declared,completion_date,source_url,snippet,parse_confidence,fail_reason
GO_01943_02/04/25,嘉能時代國際貿易有限公司,1.2,,根據一般授權配售新股份,PGO_01943_05/09/2025 22:46,100.0,全購事件20260831.csv,01943,金石控股集團,2025-09-05,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0905/2025090501529_c.pdf,,MED,NO_NAMED_PLACEE
GO_00372_02/04/25,Marching Great Limited (程民駿),5.2,,內幕消息公佈 - 有關可能認購事項之諒解備忘錄,PGO_00372_11/11/2025 22:28,101.0,全購事件20260831.csv,00372,保德國際發展,2025-11-11,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1111/2025111101683_c.pdf,,,NO_PLACEE_DEF
GO_01712_01/04/25,Allied Properties Resources Limited (亞太資源 - HKEX 1104),5.7,,完成根據一般授權配售新股份,PGO_01712_22/09/2025 17:45,102.0,全購事件20260831.csv,01712,龍資源,2025-09-22,配售,,,,,,,,,,,,,,2025-09-22,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0922/2025092201079_c.pdf,,,NO_PLACEE_DEF
GO_01712_01/04/25,Allied Properties Resources Limited (亞太資源 - HKEX 1104),5.3,,根據一般授權配售新股份,PGO_01712_08/09/2025 22:08,102.0,全購事件20260831.csv,01712,龍資源,2025-09-08,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0908/2025090801253_c.pdf,,MED,NO_NAMED_PLACEE
GO_01985_20/03/25,"Weiye Holdings Group Limited (王廣波 - 董事會主席, 主要股東)",15.1,,完成根據一般授權配售新股份,PGO_01985_04/09/2026 19:20,104.0,全購事件20260831.csv,01985,美高域,2026-09-04,配售,,,,,,,,,,,,,,2026-09-04,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0904/2026090402020_c.pdf,,,NO_PLACEE_DEF
GO_01985_20/03/25,"Weiye Holdings Group Limited (王廣波 - 董事會主席, 主要股東)",14.5,,進一步延後有關根據一般授權配售新股份的截止日期,PGO_01985_17/08/2026 18:44,104.0,全購事件20260831.csv,01985,美高域,2026-08-17,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0817/2026081701302_c.pdf,,,NO_PLACEE_DEF
GO_01985_20/03/25,"Weiye Holdings Group Limited (王廣波 - 董事會主席, 主要股東)",13.7,,延後有關根據一般授權配售新股份的截止日期,PGO_01985_23/07/2026 19:14,104.0,全購事件20260831.csv,01985,美高域,2026-07-23,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072301243_c.pdf,,,NO_PLACEE_DEF
GO_01985_20/03/25,"Weiye Holdings Group Limited (王廣波 - 董事會主席, 主要股東)",13.1,0.0,根據一般授權配售新股份,PGO_01985_06/07/2026 22:10,104.0,全購事件20260831.csv,01985,美高域,2026-07-06,配售,,承配人,Weiye Holdings,公司,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0706/2026070602114_c.pdf,"配售及假設於本公告日期至配售事項完成日期期間本公司之已發行股本並無其他 變動）之股權架構： 股東 於本公告日期 緊隨配售事項完成後 股份數目 % 股份數目 % Weiye Holdings Group Limited （附註1） 168,587,400 56.20 168,587,400 51.09 王植先生（附註2） 1,500,000 0.50 1,500,000 0.45 戴斌先",,
GO_08635_18/03/25,永續控股有限公司 (狄小光),2.8,,完成根據一般授權配售新股份,PGO_08635_22/07/2025 22:05,105.0,全購事件20260831.csv,08635,大象控股集團,2025-07-22,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0722/2025072201069_c.pdf,,,NO_PLACEE_DEF
GO_08635_18/03/25,永續控股有限公司 (狄小光),2.6,,有關根據一般授權配售新股份的補充公告,PGO_08635_17/07/2025 22:32,105.0,全購事件20260831.csv,08635,大象控股集團,2025-07-17,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0717/2025071701205_c.pdf,,,NO_PLACEE_DEF
GO_08635_18/03/25,永續控股有限公司 (狄小光),2.1,,根據一般授權配售新股份,PGO_08635_02/07/2025 21:18,105.0,全購事件20260831.csv,08635,大象控股集團,2025-07-02,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0702/2025070203956_c.pdf,,MED,NO_NAMED_PLACEE
GO_08635_18/03/25,永續控股有限公司 (狄小光),15.9,,完成根據一般授權配售新股份,PGO_08635_25/08/2026 17:17,105.0,全購事件20260831.csv,08635,大象控股集團,2026-08-25,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0825/2026082500743_c.pdf,,,NO_PLACEE_DEF
GO_08635_18/03/25,永續控股有限公司 (狄小光),15.7,,有關根據一般授權配售新股份的補充公告,PGO_08635_19/08/2026 19:30,105.0,全購事件20260831.csv,08635,大象控股集團,2026-08-19,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0819/2026081901236_c.pdf,,,NO_PLACEE_DEF
GO_08635_18/03/25,永續控股有限公司 (狄小光),15.0,,根據一般授權配售新股份,PGO_08635_31/07/2026 22:48,105.0,全購事件20260831.csv,08635,大象控股集團,2026-07-31,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0731/2026073102264_c.pdf,,MED,NO_NAMED_PLACEE
GO_02440_24/01/25,Home Office Development Limited (陳展程),8.7,,完成根據一般授權認購新股份,PGO_02440_19/12/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-12-19,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1219/2025121902120_c.pdf,,,NO_PLACEE_DEF
GO_02440_24/01/25,Home Office Development Limited (陳展程),8.3,,補充公告 根據一般授權認購新股份,PGO_02440_05/12/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-12-05,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1205/2025120501750_c.pdf,,,NO_PLACEE_DEF
GO_02440_24/01/25,Home Office Development Limited (陳展程),7.6,0.0,根據一般授權認購新股份,PGO_02440_14/11/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-11-14,認購,,認購人A,林雍先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1114/2025111401545_c.pdf,"有關本公司的資料 本集團主要從事科技行業，專門為物聯網、電信及其他創新技術驅動領域開發硬 件及軟件。 7 有關認購人的資料 各認購人均為個人投資者。認購人A為林雍先生。認購人B為XU Rong Wang (Ander TSUI)先生。認購人C為陳思翰先生。認購人D為馮澤輝先生。認購人E為 余子雷先生。於本公告日期，認購人D於365,000股股份（相當於本公司已發行",,
GO_02440_24/01/25,Home Office Development Limited (陳展程),7.6,0.0,根據一般授權認購新股份,PGO_02440_14/11/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-11-14,認購,,認購人C,陳思翰先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1114/2025111401545_c.pdf,"發硬 件及軟件。 7 有關認購人的資料 各認購人均為個人投資者。認購人A為林雍先生。認購人B為XU Rong Wang (Ander TSUI)先生。認購人C為陳思翰先生。認購人D為馮澤輝先生。認購人E為 余子雷先生。於本公告日期，認購人D於365,000股股份（相當於本公司已發行股 份約0.10%）中擁有權益，認購人E於8,800,965股股份（相當於本公司已發行股",,
GO_02440_24/01/25,Home Office Development Limited (陳展程),7.6,0.0,根據一般授權認購新股份,PGO_02440_14/11/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-11-14,認購,,認購人D,馮澤輝先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1114/2025111401545_c.pdf,"有關認購人的資料 各認購人均為個人投資者。認購人A為林雍先生。認購人B為XU Rong Wang (Ander TSUI)先生。認購人C為陳思翰先生。認購人D為馮澤輝先生。認購人E為 余子雷先生。於本公告日期，認購人D於365,000股股份（相當於本公司已發行股 份約0.10%）中擁有權益，認購人E於8,800,965股股份（相當於本公司已發行股份 約2.39%）中擁",,
GO_02440_24/01/25,Home Office Development Limited (陳展程),7.6,0.0,根據一般授權認購新股份,PGO_02440_14/11/2025 22:00,110.0,全購事件20260831.csv,02440,迷策略,2025-11-14,認購,,認購人E,余子雷先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1114/2025111401545_c.pdf,"人均為個人投資者。認購人A為林雍先生。認購人B為XU Rong Wang (Ander TSUI)先生。認購人C為陳思翰先生。認購人D為馮澤輝先生。認購人E為 余子雷先生。於本公告日期，認購人D於365,000股股份（相當於本公司已發行股 份約0.10%）中擁有權益，認購人E於8,800,965股股份（相當於本公司已發行股份 約2.39%）中擁有權益。 據董事經作出一",,
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),11.5,,有關根據特別授權認購及發行新股份之關連交易完成,PGO_01920_14/04/2026 12:01,111.0,全購事件20260831.csv,01920,巨美集團,2026-04-14,認購,,,,,,,,,,,,,,2026-04-13,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0414/2026041400080_c.pdf,,MED,NO_NAMED_PLACEE
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),6.4,0.0,關連交易 - 關連人士根據特別授權認購新股份,PGO_01920_10/11/2025 22:19,111.0,全購事件20260831.csv,01920,巨美集團,2025-11-10,認購,,認購人,China Alliance Venture Technology Limited,公司,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1110/2025111001236_c.pdf,人 「特別授權」 指 將於股東特別大會上尋求獨立股東授出之 特別授權，以授權董事局配發及發行認購股 份 「聯交所」 指 香港聯合交易所有限公司 「認購人」 指 China Alliance Venture Technology Limited， 一 間於香港註冊成立的公司，由周先生直接全 資擁有 – 12 – 「認購事項」 指 認購人根據認購協議之條款並在其條件約 束下認購認購股份 「認購協議」 ,,
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),1.8,,完成根據一般授權配售新股份,PGO_01920_24/06/2025 18:15,111.0,全購事件20260831.csv,01920,巨美集團,2025-06-24,配售,,,,,,,,,,,,,,2025-06-24,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0624/2025062400697_c.pdf,,,NO_PLACEE_DEF
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),1.1,1.0,根據一般授權 配售新股份,PGO_01920_04/06/2025 06:13,111.0,全購事件20260831.csv,01920,巨美集團,2025-06-04,配售,,承配人,行董事周振林先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0604/2025060400008_c.pdf,"9 112,909,000 30.16 總計 312,000,000 100.00 374,400,000 100.00 附註： 1. 中國創投由董事局主席兼執行董事周振林先生實益全資擁有。周振林先生被視為於中國創 投持有的所有股份中擁有權益。 2. 上述百分比數字已經約整。 由於配售完成須待配售協議所載條件獲達成後，方告作實，故配售可能會或可 能不會落實進行。股東及潛在投",,
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),13.9,,完成根據一般授權配售新股份,PGO_01920_26/06/2026 20:18,111.0,全購事件20260831.csv,01920,巨美集團,2026-06-26,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0626/2026062602076_c.pdf,,,NO_PLACEE_DEF
GO_01920_23/01/25,中國創投聯合會有限公司 (周振林 - 董事會主席),13.6,,關於配售新股份之澄清公告,PGO_01920_17/06/2026 22:21,111.0,全購事件20260831.csv,01920,巨美集團,2026-06-17,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0617/2026061701839_c.pdf,,,NO_PLACEE_DEF
GO_01723_20/01/25,"210K Capital LP, Sora Valkyrie Limited, Top Legend SPC, 恒達投資有限公司",11.2,,有關認購基金權益的須予披露及關連交易之補充公告,PGO_01723_11/02/2026 20:48,112.0,全購事件20260831.csv,01723,恆月控股,2026-02-11,認購,,,,,,,,,,,,,,2025-08-26,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0211/2026021100955_c.pdf,,,NO_PLACEE_DEF
GO_01723_20/01/25,"210K Capital LP, Sora Valkyrie Limited, Top Legend SPC, 恒達投資有限公司",8.4,0.0,有關額外認購基金權益的關連交易,PGO_01723_17/11/2025 21:35,112.0,全購事件20260831.csv,01723,恆月控股,2025-11-17,認購,,認購人,Moon Investment,公司,,,,,,,,,,2025-11-18,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1117/2025111701499_c.pdf,，一間於二零二四年十一月十五 日在英屬處女群島註冊成立的有限公司，由Sora Ventures全資擁有 「聯交所」 指 香港聯合交易所有限公司 「認購人」 指 Moon Investment Korea Limited，一間根據大韓民國法 律註冊成立的法人團體，為本公司之直接全資附屬公 司 「認購協議」 指 認購人與基金管理人於二零二五年十一月十七日訂立 的認購協議，據此，認購人同意根據,,
GO_01723_20/01/25,"210K Capital LP, Sora Valkyrie Limited, Top Legend SPC, 恒達投資有限公司",5.4,,有關認購基金權益的須予披露及關連交易,PGO_01723_17/08/2025 19:30,112.0,全購事件20260831.csv,01723,恆月控股,2025-08-17,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0817/2025081700040_c.pdf,,MED,NO_NAMED_PLACEE
GO_01723_20/01/25,"210K Capital LP, Sora Valkyrie Limited, Top Legend SPC, 恒達投資有限公司",2.5,,完成公告 完成認購協議及根據特別授權發行可轉換票據,PGO_01723_23/05/2025 20:45,112.0,全購事件20260831.csv,01723,恆月控股,2025-05-23,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0523/2025052301542_c.pdf,,,NO_PLACEE_DEF
GO_08375_05/12/24,Super Date Co Ltd (郭凡),11.4,,根據一般授權配售新股份,PGO_08375_29/12/2025 21:51,119.0,全購事件20260831.csv,08375,數盟資本,2025-12-29,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/1229/2025122901918_c.pdf,,MED,NO_NAMED_PLACEE
GO_08375_05/12/24,Super Date Co Ltd (郭凡),12.1,,(1)完成根據一般授權配售新股份； (2)有關所得款項用途之補充資料； 及 (3)業務最新情況,PGO_08375_21/01/2026 20:35,119.0,全購事件20260831.csv,08375,數盟資本,2026-01-21,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0121/2026012100886_c.pdf,,,NO_PLACEE_DEF
GO_01310_02/12/24,中國移動 (HKEX: 941),0.1,,自願公告 （1）中移香港配售本公司現有股份 （2）公眾持股量之最新情況,PGO_01310_21/09/2025 19:55,121.0,全購事件20260831.csv,01310,香港寬頻,2025-09-21,配售,,,,,,,,,,,,,,2025-09-24,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0921/2025092100038_c.pdf,,,NO_PLACEE_DEF
GO_00223_01/11/24,陳妙娉,9.7,,有關配售新股份之澄清公佈,PGO_00223_13/01/2026 07:47,123.0,全購事件20260831.csv,00223,易生活控股,2026-01-13,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0113/2026011300020_c.pdf,,,NO_PLACEE_DEF
GO_00223_01/11/24,陳妙娉,9.6,,根據一般授權配售新股份,PGO_00223_12/01/2026 07:40,123.0,全購事件20260831.csv,00223,易生活控股,2026-01-12,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0112/2026011200044_c.pdf,,MED,NO_NAMED_PLACEE
GO_00223_01/11/24,陳妙娉,13.1,,完成根據特別授權配售新股份,PGO_00223_29/04/2026 21:15,123.0,全購事件20260831.csv,00223,易生活控股,2026-04-29,配售,,,,,,,,,,,,,,2026-04-29,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042905005_c.pdf,,,NO_PLACEE_DEF
GO_00223_01/11/24,陳妙娉,12.8,,進一步延長根據特別授權配售新股份之最後截止日期,PGO_00223_20/04/2026 18:58,123.0,全購事件20260831.csv,00223,易生活控股,2026-04-20,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042001243_c.pdf,,,NO_PLACEE_DEF
GO_00223_01/11/24,陳妙娉,12.0,,延長根據特別授權配售新股份之最後截止日期,PGO_00223_26/03/2026 20:56,123.0,全購事件20260831.csv,00223,易生活控股,2026-03-26,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0326/2026032601875_c.pdf,,,NO_PLACEE_DEF
GO_01153_27/10/24,Linkto Tech Limited (高遠蘭),15.7,,根據一般授權完成配售新股份,PGO_01153_24/04/2026 17:41,124.0,全購事件20260831.csv,01153,佳源服務,2026-04-24,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042401952_c.pdf,,,NO_PLACEE_DEF
GO_01153_27/10/24,Linkto Tech Limited (高遠蘭),15.4,,根據一般授權配售新股份,PGO_01153_15/04/2026 21:05,124.0,全購事件20260831.csv,01153,佳源服務,2026-04-15,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0415/2026041501401_c.pdf,,MED,NO_NAMED_PLACEE
GO_08631_16/09/24,香港裕豐昌有限公司 (王新龍),14.3,,完成根據一般授權配售新股份,PGO_08631_29/01/2026 12:02,129.0,全購事件20260831.csv,08631,申港控股,2026-01-29,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0129/2026012900260_c.pdf,,,NO_PLACEE_DEF
GO_08631_16/09/24,香港裕豐昌有限公司 (王新龍),14.0,,有關根據一般授權配售新股份之補充公佈,PGO_08631_22/01/2026 20:21,129.0,全購事件20260831.csv,08631,申港控股,2026-01-22,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0122/2026012201056_c.pdf,,,NO_PLACEE_DEF
GO_08631_16/09/24,香港裕豐昌有限公司 (王新龍),13.8,,根據一般授權配售新股份,PGO_08631_16/01/2026 22:29,129.0,全購事件20260831.csv,08631,申港控股,2026-01-16,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0116/2026011601778_c.pdf,,MED,NO_NAMED_PLACEE
GO_00193_03/09/24,CEDARWOOD VENTURES LIMITED (蕭麗娜),5.8,,完成根據一般授權配售新股份,PGO_00193_28/02/2025 19:22,130.0,全購事件20260831.csv,00193,冠中地產,2025-02-28,配售,,,,,,,,,,,,,,2025-02-28,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0228/2025022801366_c.pdf,,,NO_PLACEE_DEF
GO_00193_03/09/24,CEDARWOOD VENTURES LIMITED (蕭麗娜),5.1,0.0,根據一般授權配售新股份,PGO_00193_06/02/2025 18:49,130.0,全購事件20260831.csv,00193,冠中地產,2025-02-06,配售,,承配人,會主席蕭麗娜女士,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0206/2025020601552_c.pdf,"0 233,202,559 100.00 附註： 1. Cedarwood Ventures Limited及Nichrome Limited均由執行董事及董事會主席蕭麗娜女士全資 實益擁有。 釋義 於本公告內，除文義另有所指外，下列詞彙具有下文賦予該詞的涵義： 「董事會」 指 董事會 「營業日」 指 香港銀行一般開門營業的任何日子（星期六、星期 日或公眾假期除外） 「本公",,
GO_08148_14/08/24,劉冠州,12.0,,完成根據一般授權配售新股份,PGO_08148_24/09/2025 16:31,131.0,全購事件20260831.csv,08148,悟喜生活,2025-09-24,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0924/2025092400441_c.pdf,,MED,NO_NAMED_PLACEE
GO_08148_14/08/24,劉冠州,11.1,0.0,根據一般授權配售新股份,PGO_08148_29/08/2025 21:39,131.0,全購事件20260831.csv,08148,悟喜生活,2025-08-29,配售,,承配人,劉冠州先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082903303_c.pdf,"配售事項完成後的股權架構如下： 股東姓名╱名稱 於本公佈日期 緊隨配售事項完成後 股份數目 概約百分比 股份數目 概約百分比 （附註2） （附註2） 主要股東 劉冠州先生（附註1） 219,729,750 57.55 219,729,750 47.96 公眾股東 承配人 – – 76,358,400 16.67 其他 162,062,250 42.45 162,062",,
GO_08148_14/08/24,劉冠州,10.9,,終止根據一般授權配售新股份,PGO_08148_22/08/2025 19:37,131.0,全購事件20260831.csv,08148,悟喜生活,2025-08-22,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0822/2025082201515_c.pdf,,,NO_PLACEE_DEF
GO_08148_14/08/24,劉冠州,10.8,1.0,根據一般授權配售新股份,PGO_08148_21/08/2025 22:54,131.0,全購事件20260831.csv,08148,悟喜生活,2025-08-21,配售,,承配人,劉冠州先生,個人,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0821/2025082101682_c.pdf,"配售事項完成後的股權架構如下： 股東姓名╱名稱 於本公佈日期 緊隨配售事項完成後 股份數目 概約百分比 股份數目 概約百分比 （附註2） （附註2） 主要股東 劉冠州先生（附註1） 219,729,750 57.55 219,729,750 53.96 公眾股東 承配人 – – 25,452,800 6.25 其他 162,062,250 42.45 162,062,",,
GO_01682_06/08/24,"驕陽國際有限公司 (吳良好, 余學明)",20.5,,公告 - 按於記錄日期 每持有一(1)股股份獲發一(1)股供股股份之基準 以非包銷基準進行供股所涉及 供股股份之有效接納結果以及 須接受補償安排之未獲認購供股股份及 除外股東未售出供股股份之數目,PGO_01682_10/06/2026 20:16,132.0,全購事件20260831.csv,01682,杭品生活科技,2026-06-10,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0610/2026061001395_c.pdf,,,NO_PLACEE_DEF
GO_01682_06/08/24,"驕陽國際有限公司 (吳良好, 余學明)",17.4,0.0,(I) 建議按於記錄日期每持有一(1)股股份獲發 一(1)股供股股份之基準以非包銷基準進行供股； 及 (II) 根據補償安排訂立之配售協議,PGO_01682_09/03/2026 21:02,132.0,全購事件20260831.csv,01682,杭品生活科技,2026-03-09,配售,,承配人,驕陽國際有限公司,公司,吳良好先生,,,,,,,,,2026-01-30,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0309/2026030901201_c.pdf,".57% 總計 785,927,000 100.00% 1,571,854,000 100.00% 1,571,854,000 100.00% 附註： (1) 驕陽國際有限公司，一間於英屬處女群島註冊成立之有限公司，由吳良好先生及余學明先 生分別擁有50%權益。根據證券及期貨條例，吳良好先生及余學明先生各自被視為於驕陽持 有之所有股份中擁有權益。 (2) 上表所載若干百分比",,
GO_03928_09/07/24,"Alpine Treasure Limited (張天德, 何志康)",18.2,,完成根據一般授權配售新股份,PGO_03928_25/02/2026 17:26,136.0,全購事件20260831.csv,03928,中國新零售供應鏈,2026-02-25,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0225/2026022500477_c.pdf,,,NO_PLACEE_DEF
GO_03928_09/07/24,"Alpine Treasure Limited (張天德, 何志康)",17.7,,根據一般授權配售新股份,PGO_03928_10/02/2026 20:31,136.0,全購事件20260831.csv,03928,中國新零售供應鏈,2026-02-10,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0210/2026021001079_c.pdf,,MED,NO_NAMED_PLACEE
GO_06623_03/07/24,"平安集團, 安科技術, 平安海外控股",18.3,,補充公告-有關認購理財產品的主要交易及須予披露交易,PGO_06623_08/05/2026 19:03,137.0,全購事件20260831.csv,06623,陸控,2026-05-08,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0508/2026050801184_c.pdf,,,NO_PLACEE_DEF
GO_06623_03/07/24,"平安集團, 安科技術, 平安海外控股",15.6,,有關認購理財產品的主要交易及須予披露交易,PGO_06623_15/02/2026 18:15,137.0,全購事件20260831.csv,06623,陸控,2026-02-15,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0215/2026021500022_c.pdf,,MED,NO_NAMED_PLACEE
GO_00389_12/06/24,王赫,23.8,,有關根據一般授權配售新股份之 配售協議終止,PGO_00389_20/08/2026 22:48,141.0,全購事件20260831.csv,00389,通天酒業,2026-08-20,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0820/2026082001842_c.pdf,,,NO_PLACEE_DEF
GO_00389_12/06/24,王赫,23.3,,內幕消息 有關配售協議之 展開法院程序通知,PGO_00389_07/08/2026 06:02,141.0,全購事件20260831.csv,00389,通天酒業,2026-08-07,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0807/2026080700002_c.pdf,,,NO_PLACEE_DEF
GO_00389_12/06/24,王赫,23.2,,自願性公佈 接獲一名主要股東之認購建議及拒絕建議,PGO_00389_04/08/2026 22:47,141.0,全購事件20260831.csv,00389,通天酒業,2026-08-04,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0804/2026080402370_c.pdf,,,NO_PLACEE_DEF
GO_00389_12/06/24,王赫,22.9,,根據一般授權配售新股份,PGO_00389_26/07/2026 18:11,141.0,全購事件20260831.csv,00389,通天酒業,2026-07-26,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0726/2026072600018_c.pdf,,MED,NO_NAMED_PLACEE
GO_08107_12/04/24,Beaming Elite Holdings Limited (陳霆),11.7,,補充公告 關連交易 (1) 認購協議之修訂；及 (2) 根據一般授權發行股份,PGO_08107_12/06/2025 06:09,146.0,全購事件20260831.csv,08107,細葉榕科技,2025-06-12,認購,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0612/2025061200006_c.pdf,,,NO_PLACEE_DEF
GO_08107_12/04/24,Beaming Elite Holdings Limited (陳霆),8.4,0.0,關連交易(1)訂立認購協議；及(2)根據特別授權發行承諾費用股份,PGO_08107_04/03/2025 06:18,146.0,全購事件20260831.csv,08107,細葉榕科技,2025-03-04,認購,,投資者,"Arena Business Solutions Global SPC II, Ltd",公司,,,,,,,,,,2025-01-03,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0304/2025030400012_c.pdf,"投資者將向本公司認購最多1 億美元（相當於約7.8億港元）的股份。 認購協議 日期： 二零二五年三月三日（交易時段後） 訂約方： (i) 本公司；及 (ii) Arena Business Solutions Global SPC II, Ltd 認購事項 於認購協議期間內任何時間，在若干條件的規限下，本公司可透過發出墊款通知 要求投資者認購股份，當中列明本公司有意根據以下條文向投資者發行及出售的",,
GO_08107_12/04/24,Beaming Elite Holdings Limited (陳霆),8.2,,完成根據一般授權配售新股份,PGO_08107_25/02/2025 18:40,146.0,全購事件20260831.csv,08107,細葉榕科技,2025-02-25,配售,,,,,,,,,,,,,,2025-02-25,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0225/2025022500723_c.pdf,,,NO_PLACEE_DEF
